X,Y,IDFRANA,PIFF_TY,LAT,LONG,X_COORD,Y_COORD,DIR,icon_url
15.6974504943089,38.2126726563106,"801218500","2","38,21204","15,69745",1086662.02000000002,4250676.63999999966,122.00000000000,./0.png
15.6903792204336,38.2123625208941,"801218600","11","38,21173","15,69038",1086044.47999999998,4250597.15000000037,555.00000000000,./0.png
15.6897760520421,38.1992856261541,"800901100","7","38,19865","15,68977",1086097.02000000002,4249139.99000000022,555.00000000000,./0.png
15.6905739616102,38.1996901092068,"800901200","7","38,19906","15,69057",1086163.73999999999,4249190.01999999955,555.00000000000,./0.png
15.6988556163672,38.2177689648165,"801218300","2","38,21714","15,69885",1086744.07000000007,4251251.98000000045,555.00000000000,./0.png
15.7083131896512,38.2467690292839,"800419400","2","38,24614","15,70831",1087338.73999999999,4254535.28000000026,72.00000000000,./0.png
15.7065515096198,38.2469427454085,"800419600","7","38,24631","15,70655",1087182.92999999993,4254543.33999999985,555.00000000000,./0.png
15.7081454010016,38.2478029841753,"800419700","7","38,24717","15,70814",1087315.66999999993,4254649.12000000011,555.00000000000,./0.png
15.7235785063426,37.9607492513293,"800005500","2","37,96012","15,72358",1090989.22999999998,4222844.79000000004,325.00000000000,./0.png
15.7277433318351,37.962467443736,"800005600","2","37,96184","15,72774",1091341.86000000010,4223062.33999999985,215.00000000000,./0.png
15.7216181861704,37.9456716185289,"800003500","2","37,94504","15,72162",1090938.19999999995,4221156.57000000030,174.00000000000,./0.png
15.7244947028461,37.9601375117793,"800005400","2","37,95951","15,72449",1091074.78000000003,4222782.65000000037,245.00000000000,./0.png
15.7221764336189,37.9656028853427,"800005800","2","37,96497","15,72217",1090826.75000000000,4223375.28000000026,133.00000000000,./0.png
15.7223215872412,37.9638171485752,"800005900","2","37,96319","15,72232",1090853.90999999992,4223177.74000000022,137.00000000000,./0.png
15.7226610688632,37.9678751391568,"800006000","2","37,96724","15,72266",1090851.08000000007,4223630.91000000015,555.00000000000,./0.png
15.7241293365328,37.969396649816,"800006100","2","37,96877","15,72413",1090968.00000000000,4223809.37999999989,136.00000000000,./0.png
15.7279953730077,37.9646584947278,"800006300","2","37,96403","15,72799",1091346.36000000010,4223307.45999999996,555.00000000000,./0.png
15.7285999175944,37.9664002559086,"800006400","2","37,96577","15,7286",1091385.50000000000,4223504.90000000037,292.00000000000,./0.png
15.7074418195345,38.0516632772329,"800901701","7","38,05103","15,70744",1088837.61000000010,4232846.04000000004,555.00000000000,./0.png
15.7067817145293,38.0515070030603,"800901702","7","38,05088","15,70678",1088780.85000000009,4232824.46999999974,213.00000000000,./0.png
15.7113193980332,38.0503693903656,"800901800","11","38,04974","15,71132",1089188.80000000005,4232726.95000000019,555.00000000000,./0.png
15.7126072566996,38.0480924650371,"800901900","11","38,04746","15,7126",1089320.34000000008,4232482.09999999963,555.00000000000,./0.png
15.721488834537,38.049374559094,"800902000","11","38,04874","15,72149",1090090.56000000006,4232681.25999999978,555.00000000000,./0.png
15.7275072190493,38.050358986802,"800902101","7","38,04973","15,7275",1090611.54000000004,4232829.11000000034,555.00000000000,./0.png
15.7249954637083,38.048480244419,"800902102","5","38,04785","15,72499",1090405.96999999997,4232604.25999999978,176.00000000000,./0.png
15.727120229065,38.0474541620879,"800902103","5","38,04682","15,72712",1090601.00000000000,4232503.79000000004,205.00000000000,./0.png
15.7270855667553,38.0443182435054,"800902200","2","38,04369","15,72708",1090623.29000000004,4232155.04999999981,257.00000000000,./0.png
15.7267870020588,38.0437649732087,"800902300","7","38,04313","15,72678",1090601.52000000002,4232091.65000000037,555.00000000000,./0.png
15.7219233481142,38.0468252132301,"800903100","5","38,04619","15,72192",1090149.33000000007,4232400.70000000019,170.00000000000,./0.png
